clientReference,accountReference,effectiveDateTime
36018,336018,2007-09-08
36019,336019,2007-09-07
36020,336020,2007-09-06
36021,336021,2007-09-05
36022,336022,2007-09-04
36023,336023,2007-09-03
36024,336024,2007-09-02
36025,336025,2007-09-01
36026,336026,2007-08-31
36027,336027,2007-08-30
36028,336028,2007-08-29
36029,336029,2007-08-28
36030,336030,2007-08-27
36031,336031,2007-08-26
36032,336032,2007-08-25
36033,336033,2007-08-24
36034,336034,2007-08-23
36035,336035,2007-08-22
36036,336036,2007-08-21
36037,336037,2007-08-20
36038,336038,2007-08-19
36039,336039,2007-08-18
36040,336040,2007-08-17
36041,336041,2007-08-16
36042,336042,2007-08-15
36043,336043,2007-08-14
36044,336044,2007-08-13
36045,336045,2007-08-12
36046,336046,2007-08-11
36047,336047,2007-08-10
36048,336048,2007-08-09
36049,336049,2007-08-08
36050,336050,2007-08-07
36051,336051,2007-08-06
36052,336052,2007-08-05
36053,336053,2007-08-04
36054,336054,2007-08-03
36055,336055,2007-08-02
36056,336056,2007-08-01
36057,336057,2007-07-31
36058,336058,2007-07-30
36059,336059,2007-07-29
36060,336060,2007-07-28
36061,336061,2007-07-27
36062,336062,2007-07-26
36063,336063,2007-07-25
36064,336064,2007-07-24
36065,336065,2007-07-23
36066,336066,2007-07-22
36067,336067,2007-07-21
36068,336068,2007-07-20
36069,336069,2007-07-19
36070,336070,2007-07-18
36071,336071,2007-07-17
36072,336072,2007-07-16
36073,336073,2007-07-15
36074,336074,2007-07-14
36075,336075,2007-07-13
36076,336076,2007-07-12
36077,336077,2007-07-11
36078,336078,2007-07-10
36079,336079,2007-07-09
36080,336080,2007-07-08
36081,336081,2007-07-07
36082,336082,2007-07-06
36083,336083,2007-07-05
36084,336084,2007-07-04
36085,336085,2007-07-03
36086,336086,2007-07-02
36087,336087,2007-07-01
36088,336088,2007-06-30
36089,336089,2007-06-29
36090,336090,2007-06-28
36091,336091,2007-06-27
36092,336092,2007-06-26
36093,336093,2007-06-25
36094,336094,2007-06-24
36095,336095,2007-06-23
36096,336096,2007-06-22
36097,336097,2007-06-21
36098,336098,2007-06-20
36099,336099,2007-06-19
36100,336100,2007-06-18
36101,336101,2007-06-17
36102,336102,2007-06-16
36103,336103,2007-06-15
36104,336104,2007-06-14
36105,336105,2007-06-13
36106,336106,2007-06-12
36107,336107,2007-06-11
36108,336108,2007-06-10
36109,336109,2007-06-09
36110,336110,2007-06-08
36111,336111,2007-06-07
36112,336112,2007-06-06
36113,336113,2007-06-05
36114,336114,2007-06-04
36115,336115,2007-06-03
36116,336116,2007-06-02
36117,336117,2007-06-01
36118,336118,2007-05-31
36119,336119,2007-05-30
36120,336120,2007-05-29
36121,336121,2007-05-28
36122,336122,2007-05-27
36123,336123,2007-05-26
36124,336124,2007-05-25
36125,336125,2007-05-24
36126,336126,2007-05-23
36127,336127,2007-05-22
36128,336128,2007-05-21
36129,336129,2007-05-20
36130,336130,2007-05-19
36131,336131,2007-05-18
36132,336132,2007-05-17
36133,336133,2007-05-16
36134,336134,2007-05-15
36135,336135,2007-05-14
36136,336136,2007-05-13
36137,336137,2007-05-12
36138,336138,2007-05-11
36139,336139,2007-05-10
36140,336140,2007-05-09
36141,336141,2007-05-08
36142,336142,2007-05-07
36143,336143,2007-05-06
36144,336144,2007-05-05
36145,336145,2007-05-04
36146,336146,2007-05-03
36147,336147,2007-05-02
36148,336148,2007-05-01
36149,336149,2007-04-30
36150,336150,2007-04-29
36151,336151,2007-04-28
36152,336152,2007-04-27
36153,336153,2007-04-26
36154,336154,2007-04-25
36155,336155,2007-04-24
36156,336156,2007-04-23
36157,336157,2007-04-22
36158,336158,2007-04-21
36159,336159,2007-04-20
36160,336160,2007-04-19
36161,336161,2007-04-18
36162,336162,2007-04-17
36163,336163,2007-04-16
36164,336164,2007-04-15
36165,336165,2007-04-14
36166,336166,2007-04-13
36167,336167,2007-04-12
36168,336168,2007-04-11
36169,336169,2007-04-10
36170,336170,2007-04-09
36171,336171,2007-04-08
36172,336172,2007-04-07
36173,336173,2007-04-06
36174,336174,2007-04-05
36175,336175,2007-04-04
36176,336176,2007-04-03
36177,336177,2007-04-02
36178,336178,2007-04-01
36179,336179,2007-03-31
36180,336180,2007-03-30
36181,336181,2007-03-29
36182,336182,2007-03-28
36183,336183,2007-03-27
36184,336184,2007-03-26
36185,336185,2007-03-25
36186,336186,2007-03-24
36187,336187,2007-03-23
36188,336188,2007-03-22
36189,336189,2007-03-21
36190,336190,2007-03-20
36191,336191,2007-03-19
36192,336192,2007-03-18
36193,336193,2007-03-17
36194,336194,2007-03-16
36195,336195,2007-03-15
36196,336196,2007-03-14
36197,336197,2007-03-13
36198,336198,2007-03-12
36199,336199,2007-03-11
36200,336200,2007-03-10
36201,336201,2007-03-09
36202,336202,2007-03-08
36203,336203,2007-03-07
36204,336204,2007-03-06
36205,336205,2007-03-05
36206,336206,2007-03-04
36207,336207,2007-03-03
36208,336208,2007-03-02
36209,336209,2007-03-01
36210,336210,2007-02-28
36211,336211,2007-02-27
36212,336212,2007-02-26
36213,336213,2007-02-25
36214,336214,2007-02-24
36215,336215,2007-02-23
36216,336216,2007-02-22
36217,336217,2007-02-21
36218,336218,2007-02-20
36219,336219,2007-02-19
36220,336220,2007-02-18
36221,336221,2007-02-17
36222,336222,2007-02-16
36223,336223,2007-02-15
36224,336224,2007-02-14
36225,336225,2007-02-13
36226,336226,2007-02-12
36227,336227,2007-02-11
36228,336228,2007-02-10
36229,336229,2007-02-09
36230,336230,2007-02-08
36231,336231,2007-02-07
36232,336232,2007-02-06
36233,336233,2007-02-05
36234,336234,2007-02-04
36235,336235,2007-02-03
36236,336236,2007-02-02
36237,336237,2007-02-01
36238,336238,2007-01-31
36239,336239,2007-01-30
36240,336240,2007-01-29
36241,336241,2007-01-28
36242,336242,2007-01-27
36243,336243,2007-01-26
36244,336244,2007-01-25
36245,336245,2007-01-24
36246,336246,2007-01-23
36247,336247,2007-01-22
36248,336248,2007-01-21
36249,336249,2007-01-20
36250,336250,2007-01-19
36251,336251,2007-01-18
36252,336252,2007-01-17
36253,336253,2007-01-16
36254,336254,2007-01-15
36255,336255,2007-01-14
36256,336256,2007-01-13
36257,336257,2007-01-12
36258,336258,2007-01-11
36259,336259,2007-01-10
36260,336260,2007-01-09
36261,336261,2007-01-08
36262,336262,2007-01-07
36263,336263,2007-01-06
36264,336264,2007-01-05
36265,336265,2007-01-04
36266,336266,2007-01-03
36267,336267,2007-01-02
36268,336268,2007-01-01
36269,336269,2006-12-31
36270,336270,2006-12-30
36271,336271,2006-12-29
36272,336272,2006-12-28
36273,336273,2006-12-27
36274,336274,2006-12-26
36275,336275,2006-12-25
36276,336276,2006-12-24
36277,336277,2006-12-23
36278,336278,2006-12-22
36279,336279,2006-12-21
36280,336280,2006-12-20
36281,336281,2006-12-19
36282,336282,2006-12-18
36283,336283,2006-12-17
36284,336284,2006-12-16
36285,336285,2006-12-15
36286,336286,2006-12-14
36287,336287,2006-12-13
36288,336288,2006-12-12
36289,336289,2006-12-11
36290,336290,2006-12-10
36291,336291,2006-12-09
36292,336292,2006-12-08
36293,336293,2006-12-07
36294,336294,2006-12-06
36295,336295,2006-12-05
36296,336296,2006-12-04
36297,336297,2006-12-03
36298,336298,2006-12-02
36299,336299,2006-12-01
36300,336300,2006-11-30
36301,336301,2006-11-29
36302,336302,2006-11-28
36303,336303,2006-11-27
36304,336304,2006-11-26
36305,336305,2006-11-25
36306,336306,2006-11-24
36307,336307,2006-11-23
36308,336308,2006-11-22
36309,336309,2006-11-21
36310,336310,2006-11-20
36311,336311,2006-11-19
36312,336312,2006-11-18
36313,336313,2006-11-17
36314,336314,2006-11-16
36315,336315,2006-11-15
36316,336316,2006-11-14
36317,336317,2006-11-13
36318,336318,2006-11-12
36319,336319,2006-11-11
36320,336320,2006-11-10
36321,336321,2006-11-09
36322,336322,2006-11-08
36323,336323,2006-11-07
36324,336324,2006-11-06
36325,336325,2006-11-05
36326,336326,2006-11-04
36327,336327,2006-11-03
36328,336328,2006-11-02
36329,336329,2006-11-01
36330,336330,2006-10-31
36331,336331,2006-10-30
36332,336332,2006-10-29
36333,336333,2006-10-28
36334,336334,2006-10-27
36335,336335,2006-10-26
36336,336336,2006-10-25
36337,336337,2006-10-24
36338,336338,2006-10-23
36339,336339,2006-10-22
36340,336340,2006-10-21
36341,336341,2006-10-20
36342,336342,2006-10-19
36343,336343,2006-10-18
36344,336344,2006-10-17
36345,336345,2006-10-16
36346,336346,2006-10-15
36347,336347,2006-10-14
36348,336348,2006-10-13
36349,336349,2006-10-12
36350,336350,2006-10-11
36351,336351,2006-10-10
36352,336352,2006-10-09
36353,336353,2006-10-08
36354,336354,2006-10-07
36355,336355,2006-10-06
36356,336356,2006-10-05
36357,336357,2006-10-04
36358,336358,2006-10-03
36359,336359,2006-10-02
36360,336360,2006-10-01
36361,336361,2006-09-30
36362,336362,2006-09-29
36363,336363,2006-09-28
36364,336364,2006-09-27
36365,336365,2006-09-26
36366,336366,2006-09-25
36367,336367,2006-09-24
36368,336368,2006-09-23
36369,336369,2006-09-22
36370,336370,2006-09-21
36371,336371,2006-09-20
36372,336372,2006-09-19
36373,336373,2006-09-18
36374,336374,2006-09-17
36375,336375,2006-09-16
36376,336376,2006-09-15
36377,336377,2006-09-14
36378,336378,2006-09-13
36379,336379,2006-09-12
36380,336380,2006-09-11
36381,336381,2006-09-10
36382,336382,2006-09-09
36383,336383,2006-09-08
36384,336384,2006-09-07
36385,336385,2006-09-06
36386,336386,2006-09-05
36387,336387,2006-09-04
36388,336388,2006-09-03
36389,336389,2006-09-02
36390,336390,2006-09-01
36391,336391,2006-08-31
36392,336392,2006-08-30
36393,336393,2006-08-29
36394,336394,2006-08-28
36395,336395,2006-08-27
36396,336396,2006-08-26
36397,336397,2006-08-25
36398,336398,2006-08-24
36399,336399,2006-08-23
36400,336400,2006-08-22
36401,336401,2006-08-21
36402,336402,2006-08-20
36403,336403,2006-08-19
36404,336404,2006-08-18
36405,336405,2006-08-17
36406,336406,2006-08-16
36407,336407,2006-08-15
36408,336408,2006-08-14
36409,336409,2006-08-13
36410,336410,2006-08-12
36411,336411,2006-08-11
36412,336412,2006-08-10
36413,336413,2006-08-09
36414,336414,2006-08-08
36415,336415,2006-08-07
36416,336416,2006-08-06
36417,336417,2006-08-05
36418,336418,2006-08-04
36419,336419,2006-08-03
36420,336420,2006-08-02
36421,336421,2006-08-01
36422,336422,2006-07-31
36423,336423,2006-07-30
36424,336424,2006-07-29
36425,336425,2006-07-28
36426,336426,2006-07-27
36427,336427,2006-07-26
36428,336428,2006-07-25
36429,336429,2006-07-24
36430,336430,2006-07-23
36431,336431,2006-07-22
36432,336432,2006-07-21
36433,336433,2006-07-20
36434,336434,2006-07-19
36435,336435,2006-07-18
36436,336436,2006-07-17
36437,336437,2006-07-16
36438,336438,2006-07-15
36439,336439,2006-07-14
36440,336440,2006-07-13
36441,336441,2006-07-12
36442,336442,2006-07-11
36443,336443,2006-07-10
36444,336444,2006-07-09
36445,336445,2006-07-08
36446,336446,2006-07-07
36447,336447,2006-07-06
36448,336448,2006-07-05
36449,336449,2006-07-04
36450,336450,2006-07-03
36451,336451,2006-07-02
36452,336452,2006-07-01
36453,336453,2006-06-30
36454,336454,2006-06-29
36455,336455,2006-06-28
36456,336456,2006-06-27
36457,336457,2006-06-26
36458,336458,2006-06-25
36459,336459,2006-06-24
36460,336460,2006-06-23
36461,336461,2006-06-22
36462,336462,2006-06-21
36463,336463,2006-06-20
36464,336464,2006-06-19
36465,336465,2006-06-18
36466,336466,2006-06-17
36467,336467,2006-06-16
36468,336468,2006-06-15
36469,336469,2006-06-14
36470,336470,2006-06-13
36471,336471,2006-06-12
36472,336472,2006-06-11
36473,336473,2006-06-10
36474,336474,2006-06-09
36475,336475,2006-06-08
36476,336476,2006-06-07
36477,336477,2006-06-06
36478,336478,2006-06-05
36479,336479,2006-06-04
36480,336480,2006-06-03
36481,336481,2006-06-02
36482,336482,2006-06-01
36483,336483,2006-05-31
36484,336484,2006-05-30
36485,336485,2006-05-29
36486,336486,2006-05-28
36487,336487,2006-05-27
36488,336488,2006-05-26
36489,336489,2006-05-25
36490,336490,2006-05-24
36491,336491,2006-05-23
36492,336492,2006-05-22
36493,336493,2006-05-21
36494,336494,2006-05-20
36495,336495,2006-05-19
36496,336496,2006-05-18
36497,336497,2006-05-17
36498,336498,2006-05-16
36499,336499,2006-05-15
36500,336500,2006-05-14
36501,336501,2006-05-13
36502,336502,2006-05-12
36503,336503,2006-05-11
36504,336504,2006-05-10
36505,336505,2006-05-09
36506,336506,2006-05-08
36507,336507,2006-05-07
36508,336508,2006-05-06
36509,336509,2006-05-05
36510,336510,2006-05-04
36511,336511,2006-05-03
36512,336512,2006-05-02
36513,336513,2006-05-01
36514,336514,2006-04-30
36515,336515,2006-04-29
36516,336516,2006-04-28
36517,336517,2006-04-27
36518,336518,2006-04-26
36519,336519,2006-04-25
36520,336520,2006-04-24
36521,336521,2006-04-23
36522,336522,2006-04-22
36523,336523,2006-04-21
36524,336524,2006-04-20
36525,336525,2006-04-19
36526,336526,2006-04-18
36527,336527,2006-04-17
36528,336528,2006-04-16
36529,336529,2006-04-15
36530,336530,2006-04-14
36531,336531,2006-04-13
36532,336532,2006-04-12
36533,336533,2006-04-11
36534,336534,2006-04-10
36535,336535,2006-04-09
36536,336536,2006-04-08
36537,336537,2006-04-07
36538,336538,2006-04-06
36539,336539,2006-04-05
36540,336540,2006-04-04
36541,336541,2006-04-03
36542,336542,2006-04-02
36543,336543,2006-04-01
36544,336544,2006-03-31
36545,336545,2006-03-30
36546,336546,2006-03-29
36547,336547,2006-03-28
36548,336548,2006-03-27
36549,336549,2006-03-26
36550,336550,2006-03-25
36551,336551,2006-03-24
36552,336552,2006-03-23
36553,336553,2006-03-22
36554,336554,2006-03-21
36555,336555,2006-03-20
36556,336556,2006-03-19
36557,336557,2006-03-18
36558,336558,2006-03-17
36559,336559,2006-03-16
36560,336560,2006-03-15
36561,336561,2006-03-14
36562,336562,2006-03-13
36563,336563,2006-03-12
36564,336564,2006-03-11
36565,336565,2006-03-10
36566,336566,2006-03-09
36567,336567,2006-03-08
36568,336568,2006-03-07
36569,336569,2006-03-06
36570,336570,2006-03-05
36571,336571,2006-03-04
36572,336572,2006-03-03
36573,336573,2006-03-02
36574,336574,2006-03-01
36575,336575,2006-02-28
36576,336576,2006-02-27
36577,336577,2006-02-26
36578,336578,2006-02-25
36579,336579,2006-02-24
36580,336580,2006-02-23
36581,336581,2006-02-22
36582,336582,2006-02-21
36583,336583,2006-02-20
36584,336584,2006-02-19
36585,336585,2006-02-18
36586,336586,2006-02-17
36587,336587,2006-02-16
36588,336588,2006-02-15
36589,336589,2006-02-14
36590,336590,2006-02-13
36591,336591,2006-02-12
36592,336592,2006-02-11
36593,336593,2006-02-10
36594,336594,2006-02-09
36595,336595,2006-02-08
36596,336596,2006-02-07
36597,336597,2006-02-06
36598,336598,2006-02-05
36599,336599,2006-02-04
36600,336600,2006-02-03
36601,336601,2006-02-02
36602,336602,2006-02-01
36603,336603,2006-01-31
36604,336604,2006-01-30
36605,336605,2006-01-29
36606,336606,2006-01-28
36607,336607,2006-01-27
36608,336608,2006-01-26
36609,336609,2006-01-25
36610,336610,2006-01-24
36611,336611,2006-01-23
36612,336612,2006-01-22
36613,336613,2006-01-21
36614,336614,2006-01-20
36615,336615,2006-01-19
36616,336616,2006-01-18
36617,336617,2006-01-17
36618,336618,2006-01-16
36619,336619,2006-01-15
36620,336620,2006-01-14
36621,336621,2006-01-13
36622,336622,2006-01-12
36623,336623,2006-01-11
36624,336624,2006-01-10
36625,336625,2006-01-09
36626,336626,2006-01-08
36627,336627,2006-01-07
36628,336628,2006-01-06
36629,336629,2006-01-05
36630,336630,2006-01-04
36631,336631,2006-01-03
36632,336632,2006-01-02
36633,336633,2006-01-01
36634,336634,2005-12-31
36635,336635,2005-12-30
36636,336636,2005-12-29
36637,336637,2005-12-28
36638,336638,2005-12-27
36639,336639,2005-12-26
36640,336640,2005-12-25
36641,336641,2005-12-24
36642,336642,2005-12-23
36643,336643,2005-12-22
36644,336644,2005-12-21
36645,336645,2005-12-20
36646,336646,2005-12-19
36647,336647,2005-12-18
36648,336648,2005-12-17
36649,336649,2005-12-16
36650,336650,2005-12-15
36651,336651,2005-12-14
36652,336652,2005-12-13
36653,336653,2005-12-12
36654,336654,2005-12-11
36655,336655,2005-12-10
36656,336656,2005-12-09
36657,336657,2005-12-08
36658,336658,2005-12-07
36659,336659,2005-12-06
36660,336660,2005-12-05
36661,336661,2005-12-04
36662,336662,2005-12-03
36663,336663,2005-12-02
36664,336664,2005-12-01
36665,336665,2005-11-30
36666,336666,2005-11-29
36667,336667,2005-11-28
36668,336668,2005-11-27
36669,336669,2005-11-26
36670,336670,2005-11-25
36671,336671,2005-11-24
36672,336672,2005-11-23
36673,336673,2005-11-22
36674,336674,2005-11-21
36675,336675,2005-11-20
36676,336676,2005-11-19
36677,336677,2005-11-18
36678,336678,2005-11-17
36679,336679,2005-11-16
36680,336680,2005-11-15
36681,336681,2005-11-14
36682,336682,2005-11-13
36683,336683,2005-11-12
36684,336684,2005-11-11
36685,336685,2005-11-10
36686,336686,2005-11-09
36687,336687,2005-11-08
36688,336688,2005-11-07
36689,336689,2005-11-06
36690,336690,2005-11-05
36691,336691,2005-11-04
36692,336692,2005-11-03
36693,336693,2005-11-02
36694,336694,2005-11-01
36695,336695,2005-10-31
36696,336696,2005-10-30
36697,336697,2005-10-29
36698,336698,2005-10-28
36699,336699,2005-10-27
36700,336700,2005-10-26
36701,336701,2005-10-25
36702,336702,2005-10-24
36703,336703,2005-10-23
36704,336704,2005-10-22
36705,336705,2005-10-21
36706,336706,2005-10-20
36707,336707,2005-10-19
36708,336708,2005-10-18
36709,336709,2005-10-17
36710,336710,2005-10-16
36711,336711,2005-10-15
36712,336712,2005-10-14
36713,336713,2005-10-13
36714,336714,2005-10-12
36715,336715,2005-10-11
36716,336716,2005-10-10
36717,336717,2005-10-09
36718,336718,2005-10-08
36719,336719,2005-10-07
36720,336720,2005-10-06
36721,336721,2005-10-05
36722,336722,2005-10-04
36723,336723,2005-10-03
36724,336724,2005-10-02
36725,336725,2005-10-01
36726,336726,2005-09-30
36727,336727,2005-09-29
36728,336728,2005-09-28
36729,336729,2005-09-27
36730,336730,2005-09-26
36731,336731,2005-09-25
36732,336732,2005-09-24
36733,336733,2005-09-23
36734,336734,2005-09-22
36735,336735,2005-09-21
36736,336736,2005-09-20
36737,336737,2005-09-19
36738,336738,2005-09-18
36739,336739,2005-09-17
36740,336740,2005-09-16
36741,336741,2005-09-15
36742,336742,2005-09-14
